       Document_No  Dominant_Topic  Topic_Perc_Contrib                                           Keywords                                               Text
267            267             5.0              0.1213  thi, review, medic, manag, literatur, import, ...  other thiazolidinedion current in clinic trial...
268            268             1.0              0.0861  disea, associ, liver, disord, abnorm, injuri, ...  the three report case demonstr that troglitazo...
269            269            13.0              0.0828  acut, renal, patient, failur, chronic, hepat, ...              troglitazoneinduc fulmin hepat failur
270            270             1.0              0.1063  disea, associ, liver, disord, abnorm, injuri, ...  nitrofurantoininduc lung diseas two case demon...
271            271             1.0              0.2018  disea, associ, liver, disord, abnorm, injuri, ...  we present two case of nitrofurantoininduc pul...
272            272             1.0              0.2067  disea, associ, liver, disord, abnorm, injuri, ...  we present two case of nitrofurantoininduc pul...
273            273             1.0              0.2034  disea, associ, liver, disord, abnorm, injuri, ...  we present two case of nitrofurantoininduc pul...
274            274             1.0              0.2018  disea, associ, liver, disord, abnorm, injuri, ...  we present two case of nitrofurantoininduc pul...
275            275            16.0              0.0818  clinic, studi, find, respon, method, signific,...  fluoxetinerel death in a child with cytochrom ...
276            276             0.0              0.0642  drug, syndrom, reaction, effect, associ, adver...  the medic examin report indic death caus by fl...
277            277             1.0              0.0603  disea, associ, liver, disord, abnorm, injuri, ...  the medic examin report indic death caus by fl...
278            278             6.0              0.1173  show, diagnosi, reveal, biopsi, examin, cell, ...  thi is the first report of a fluoxetinerel dea...
279            279             1.0              0.1032  disea, associ, liver, disord, abnorm, injuri, ...  a 50yearold woman with a histori of migrain wi...
280            280            11.0              0.0804  case, report, thi, describ, present, previous,...  spinal cord infarct dure use of zolmitriptan a...
281            281             1.0              0.0764  disea, associ, liver, disord, abnorm, injuri, ...  the tempor relationship suggest that the spina...
282            282            17.0              0.1102  develop, yearold, woman, present, week, man, f...  case summari a 10yearold white girl with bilat...
283            283             0.0              0.0898  drug, syndrom, reaction, effect, associ, adver...  thi regimen could prove use for other patient ...
284            284            13.0              0.0789  acut, renal, patient, failur, chronic, hepat, ...  perinat vasoconstrict renal insuffici associ w...
285            285             7.0              0.0750  patient, receiv, pulmonari, describ, seizur, i...  thi is the first report of an advers effect of...
